Transcript,Gene,GeneID,Cytoband,CopyNo,MappedReads,MappedLength,TranscriptLength,PrcntTranscriptCoverage,TotalMappedReads,TotalMappedLength
NM_001171627.1,VEGFA,7422,6p12,0.4,8,505,3506,14.4,305394,7162405
NM_000127.2,EXT1,2131,8q24.11,0.1,8,2532,3364,75.27,305394,7162405
NM_006460.2,HEXIM1,10614,17q21.31,0.3,8,573,4785,11.97,305394,7162405
NM_001130912.1,SUGT1,10910,13q14.3,0.7,8,263,1791,14.68,305394,7162405
NM_001128620.1,PAK1,5058,11q13-q14,0.7,7,245,3484,7.03,305394,7162405
NM_016586.2,MBIP,51562,14q13.3,0.5,7,305,1653,18.45,305394,7162405
NM_022757.4,CCDC14,64770,3q21.1,0.9,7,180,4187,4.3,305394,7162405
NM_001034841.3,ITPRIPL2,162073,16p12.3,0,7,3294,7704,42.76,305394,7162405
NM_017892.3,PRPF40A,55660,2q23.3,0.1,7,1684,7528,22.37,305394,7162405
NM_002212.2,EIF6,3692,20q12,0.4,7,378,1089,34.71,305394,7162405
NM_133339.1,RAD17,5884,5q13,0.8,7,199,2620,7.6,305394,7162405
NM_001039613.1,IAH1,285148,2p25.1,0.3,7,515,910,56.59,305394,7162405
NM_001165258.1,TMEM14C,51522,6p24.2,0.9,7,181,1191,15.2,305394,7162405
NM_022821.2,ELOVL1,64834,1p34.2,0.4,7,402,1487,27.03,305394,7162405
NM_017489.2,TERF1,7013,8q13,0.2,7,1092,2960,36.89,305394,7162405
NM_018000.2,MREG,55686,2q35,0.1,7,1370,3213,42.64,305394,7162405
NM_014063.6,DBNL,28988,7p13,0.6,7,290,2197,13.2,305394,7162405
NM_058241.1,CCNT2,905,2q21.3,0.8,7,204,4598,4.44,305394,7162405
NM_213611.2,SLC25A3,5250,12q23,0.2,7,700,1919,36.48,305394,7162405
NM_003488.3,AKAP1,8165,17q21-q23,0.4,7,365,3968,9.2,305394,7162405
NM_004494.2,HDGF,3068,1q21-q23,0.5,7,323,2391,13.51,305394,7162405
NM_173174.1,PTK2B,2185,8p21.1,0.7,7,236,4715,5.01,305394,7162405
NM_001014436.2,DBNL,28988,7p13,0.6,7,290,2194,13.22,305394,7162405
NM_000255.3,MUT,4594,6p12.3,0.3,7,525,3886,13.51,305394,7162405
NM_016060.2,MED31,51003,17p13.1,0.4,7,392,1656,23.67,305394,7162405
NM_032020.4,FUCA2,2519,6q24,0.4,7,430,2548,16.88,305394,7162405
NM_004231.2,ATP6V1F,9296,7q32,0.7,7,241,691,34.88,305394,7162405
NM_000971.3,RPL7,6129,8q21.11,0.9,7,183,841,21.76,305394,7162405
NM_181468.1,EIF6,3692,20q12,0.4,7,378,1234,30.63,305394,7162405
NM_152265.3,BTF3L4,91408,1p32.3,0.7,7,229,2345,9.77,305394,7162405
NM_016374.5,ARID4B,51742,1q42.1-q43,0.1,7,1827,6067,30.11,305394,7162405
NM_198841.2,FAM120AOS,158293,9q22.31,0.4,7,397,2769,14.34,305394,7162405
NM_005796.1,NUTF2,10204,16q22.1,0.9,7,192,894,21.48,305394,7162405
NM_173359.4,EIF4E3,317649,3p14,0.5,7,364,6173,5.9,305394,7162405
NM_002812.4,PSMD8,5714,19q13.2,0.4,7,392,1543,25.41,305394,7162405
NM_022075.3,LASS2,29956,1q21.3,0.3,7,522,2465,21.18,305394,7162405
NM_001136497.1,BTF3L4,91408,1p32.3,0.7,7,229,2278,10.05,305394,7162405
NM_001005741.2,GBA,2629,1q21,0.3,7,519,2583,20.09,305394,7162405
NM_004773.2,ZNHIT3,9326,17q12,0.4,7,462,959,48.18,305394,7162405
NM_031444.2,C22orf13,83606,22q11.2,0.2,7,902,3608,25,305394,7162405
NM_001040648.1,CRCP,27297,7q11.21,0.1,7,1316,2573,51.15,305394,7162405
NM_014232.2,VAMP2,6844,17p13.1,1.1,7,154,2160,7.13,305394,7162405
NM_016123.3,IRAK4,51135,12q12,0.2,7,928,4303,21.57,305394,7162405
NM_004310.3,RHOH,399,4p13,0.6,7,282,1999,14.11,305394,7162405
NM_001098206.1,HNRNPF,3185,10q11.21,0.1,7,1858,2654,70.01,305394,7162405
NM_006744.3,RBP4,5950,10q23-q24,0.9,7,186,933,19.94,305394,7162405
NM_133342.1,RAD17,5884,5q13,0.8,7,199,2959,6.73,305394,7162405
NM_016283.4,TAF9,6880,5q11.2-q13.1,0.4,7,383,949,40.36,305394,7162405
NM_014504.2,RABGEF1,27342,7q11.21,0.1,7,2068,3812,54.25,305394,7162405
NM_007187.3,WBP4,11193,13q14.11,0.2,7,689,2336,29.49,305394,7162405
NM_001029874.1,REP15,387849,12p11.22,0.9,7,177,1139,15.54,305394,7162405
NM_001172712.1,SP3,6670,2q31,1.3,7,125,6350,1.97,305394,7162405
NM_001273.2,CHD4,1108,12p13,1.5,7,106,6501,1.63,305394,7162405
NM_002031.2,FRK,2444,6q21-q22.3,1.2,7,137,2853,4.8,305394,7162405
NM_207040.1,TCF12,6938,15q21,0.5,7,331,3978,8.32,305394,7162405
NM_004168.2,SDHA,6389,5p15,0.5,7,342,2392,14.3,305394,7162405
NM_002576.4,PAK1,5058,11q13-q14,0.7,7,245,3435,7.13,305394,7162405
NM_001145256.1,IRAK4,51135,12q12,0.2,7,928,4205,22.07,305394,7162405
NM_004364.3,CEBPA,1050,19q13.1,0.6,7,265,2591,10.23,305394,7162405
NM_004728.2,DDX21,9188,10q21,0.6,7,271,4153,6.53,305394,7162405
NM_005729.3,PPIF,10105,10q22-q23,0.8,7,209,2203,9.49,305394,7162405
NM_173176.1,PTK2B,2185,8p21.1,0.7,7,236,4089,5.77,305394,7162405
NM_133340.1,RAD17,5884,5q13,0.8,7,199,2653,7.5,305394,7162405
NM_001005742.2,GBA,2629,1q21,0.3,7,519,2564,20.24,305394,7162405
NM_021961.5,TEAD1,7003,11p15.2,0.1,7,1161,9420,12.32,305394,7162405
NM_001042414.1,PSPC1,55269,13q12.11,1.1,7,143,2067,6.92,305394,7162405
NM_001032283.2,TMPO,7112,12q22,0.1,7,1362,4186,32.54,305394,7162405
NM_020696.3,KIAA1143,57456,3p21.31,0.1,7,1367,5144,26.57,305394,7162405
NM_002873.1,RAD17,5884,5q13,0.8,7,199,3164,6.29,305394,7162405
NM_004907.2,IER2,9592,19p13.2,0.3,7,532,2049,25.96,305394,7162405
NM_001126050.1,HDGF,3068,1q21-q23,0.5,7,323,2202,14.67,305394,7162405
NM_207038.1,TCF12,6938,15q21,0.5,7,331,4707,7.03,305394,7162405
NM_001098208.1,HNRNPF,3185,10q11.21,0.1,7,1858,2760,67.32,305394,7162405
NM_012201.5,GLG1,2734,16q22.3,0,7,4554,8293,54.91,305394,7162405
NM_001004354.2,NRARP,441478,9q34.3,0.1,7,1326,2626,50.5,305394,7162405
NM_001144891.1,MBIP,51562,14q13.3,0.5,7,305,1650,18.48,305394,7162405
NM_001012.1,RPS8,6202,1p34.1-p32,0.4,7,451,705,63.97,305394,7162405
NM_005004.2,NDUFB8,4714,10q24.31,0.3,7,476,686,69.39,305394,7162405
NM_018269.3,ADI1,55256,2p25.3,0.3,7,581,1685,34.48,305394,7162405
NM_006449.3,CDC42EP3,10602,2p21,1,7,166,3981,4.17,305394,7162405
NM_001098207.1,HNRNPF,3185,10q11.21,0.1,7,1858,2681,69.3,305394,7162405
NM_133344.1,RAD17,5884,5q13,0.8,7,199,2822,7.05,305394,7162405
NM_001098205.1,HNRNPF,3185,10q11.21,0.1,7,1858,2677,69.41,305394,7162405
NM_181746.2,LASS2,29956,1q21.3,0.3,7,522,2505,20.84,305394,7162405
NM_005257.3,GATA6,2627,18q11.1-q11.2,1.5,7,106,3494,3.03,305394,7162405
NM_001114182.2,IRAK4,51135,12q12,0.2,7,928,4351,21.33,305394,7162405
NM_002595.4,CDK17,5128,12q23.1,1.3,7,128,4194,3.05,305394,7162405
NM_018064.3,AKIRIN2,55122,6q15,0.7,7,234,1935,12.09,305394,7162405
NM_000938.1,POLR2B,5431,4q12,1,7,157,3748,4.19,305394,7162405
NM_133338.1,RAD17,5884,5q13,0.8,7,199,3063,6.5,305394,7162405
NM_152442.3,RAD9B,144715,12q24.11,1.2,7,136,1888,7.2,305394,7162405
NM_017922.3,PRPF39,55015,14q21.2,0.1,7,1835,2871,63.92,305394,7162405
NM_005827.1,SLC35B1,10237,17q21.33,0.2,7,964,1186,81.28,305394,7162405
NM_001145258.1,IRAK4,51135,12q12,0.2,7,928,3987,23.28,305394,7162405
NM_001834.2,CLTB,1212,5q35,0.3,7,617,1130,54.6,305394,7162405
NM_001170464.2,CDK17,5128,12q23.1,1.3,7,128,4722,2.71,305394,7162405
NM_006925.3,SRSF5,6430,14q24,0.2,7,917,1517,60.45,305394,7162405
NM_138450.5,ARL11,115761,13q14.2,0.4,7,401,3760,10.66,305394,7162405
NM_018117.11,WDR11,55717,10q26,1.2,7,132,4739,2.79,305394,7162405
NM_139312.1,YME1L1,10730,10p14,0.1,7,1940,4030,48.14,305394,7162405
NM_020673.2,RAB22A,57403,20q13.32,0,7,5803,8655,67.05,305394,7162405
NM_001032284.2,TMPO,7112,12q22,0.1,7,1362,3859,35.29,305394,7162405
NM_002547.2,OPHN1,4983,Xq12,0.3,7,645,7531,8.56,305394,7162405
NM_006820.2,IFI44L,10964,1p31.1,0.4,7,387,5877,6.58,305394,7162405
NM_005659.6,UFD1L,7353,22q11.21,0.4,7,432,1783,24.23,305394,7162405
NM_000968.2,RPL4,6124,15q22,0.8,7,214,1436,14.9,305394,7162405
NM_006310.3,NPEPPS,9520,17q21,0.1,7,2252,4343,51.85,305394,7162405
NM_016632.2,ARL17A,51326,17q21.31,1.2,7,141,854,16.51,305394,7162405
NM_015396.3,ARMC8,25852,3q22.3,0.5,7,303,3832,7.91,305394,7162405
NM_021934.4,C12orf44,60673,12q13.13,0.6,7,272,1441,18.88,305394,7162405
NM_002635.3,SLC25A3,5250,12q23,0.2,7,700,1685,41.54,305394,7162405
NM_014952.3,BAHD1,22893,15q15.1,1.1,7,149,4531,3.29,305394,7162405
NM_001098204.1,HNRNPF,3185,10q11.21,0.1,7,1858,2637,70.46,305394,7162405
NM_001142414.1,CRCP,27297,7q11.21,0.1,7,1316,2648,49.7,305394,7162405
NM_006793.2,PRDX3,10935,10q25-q26,0.9,7,187,1591,11.75,305394,7162405
NM_001039465.1,SRSF5,6430,14q24,0.2,7,917,1651,55.54,305394,7162405
NM_001015891.1,TAF9,6880,5q11.2-q13.1,0.4,7,383,1186,32.29,305394,7162405
NM_152432.2,ARHGAP42,143872,11q22.1,0.5,7,352,4752,7.41,305394,7162405
NM_015962.4,FCF1,51077,14q24.3,0.2,7,1049,2409,43.55,305394,7162405
NM_019095.4,CRLS1,54675,20p13-p12.3,0.5,7,320,3956,8.09,305394,7162405
NM_001134651.1,EIF4E3,317649,3p14,0.5,7,364,6079,5.99,305394,7162405
NM_144566.1,ZNF700,90592,19p13.2,0.9,7,190,2869,6.62,305394,7162405
NM_001171812.1,GBA,2629,1q21,0.3,7,519,2174,23.87,305394,7162405
NM_017699.2,SIDT1,54847,3q13.2,0.7,7,230,5006,4.59,305394,7162405
NM_001126051.1,HDGF,3068,1q21-q23,0.5,7,323,2177,14.84,305394,7162405
NM_001145257.1,IRAK4,51135,12q12,0.2,7,928,4157,22.32,305394,7162405
NM_001431.3,EPB41L2,2037,6q23,0.9,7,182,4457,4.08,305394,7162405
NM_001003684.1,UQCR10,29796,22cen-q12.3,0.5,7,328,980,33.47,305394,7162405
NM_145010.2,ENKUR,219670,10p12.1,0.4,7,391,3318,11.78,305394,7162405
NM_015315.3,LARP1,23367,5q33.2,0.4,7,392,6594,5.94,305394,7162405
NM_016462.3,TMEM14C,51522,6p24.2,0.9,7,181,1177,15.38,305394,7162405
NM_175077.1,SLA2,84174,20q11.23,0.4,7,468,2447,19.13,305394,7162405
NM_017460.3,CYP3A4,1576,7q21.1,0.3,7,564,2768,20.38,305394,7162405
NM_018178.5,GOLPH3L,55204,1q21.3,0.7,7,250,3176,7.87,305394,7162405
NM_018471.2,ZC3H15,55854,2q32.1,0.7,7,252,2136,11.8,305394,7162405
NM_032864.3,PRPF38A,84950,1p32.3,0.2,7,781,2780,28.09,305394,7162405
NM_001005404.3,YPEL2,388403,17q22,1,7,171,5242,3.26,305394,7162405
NM_014098.2,PRDX3,10935,10q25-q26,0.9,7,187,1537,12.17,305394,7162405
NM_004966.3,HNRNPF,3185,10q11.21,0.1,7,1858,2638,70.43,305394,7162405
NM_018227.5,UBA6,55236,4q13.2,0.2,7,696,6451,10.79,305394,7162405
NM_133341.1,RAD17,5884,5q13,0.8,7,199,2579,7.72,305394,7162405
NM_002047.2,GARS,2617,7p15,0.4,7,418,2752,15.19,305394,7162405
NM_001077440.1,BCLAF1,9774,6q22-q23,0.3,7,642,7115,9.02,305394,7162405
NM_001040647.1,CRCP,27297,7q11.21,0.1,7,1316,2705,48.65,305394,7162405
NM_021129.3,PPA1,5464,10q11.1-q24,0.2,7,742,1307,56.77,305394,7162405
NM_001099673.1,C8orf59,401466,8q21.2,0.4,7,398,922,43.17,305394,7162405
NM_001127458.1,CRLS1,54675,20p13-p12.3,0.5,7,320,3655,8.76,305394,7162405
NM_000157.3,GBA,2629,1q21,0.3,7,519,2324,22.33,305394,7162405
NM_014263.2,YME1L1,10730,10p14,0.1,7,1940,3859,50.27,305394,7162405
NM_014877.3,HELZ,9931,17q24.2,0,7,6933,13834,50.12,305394,7162405
NM_004103.3,PTK2B,2185,8p21.1,0.7,7,236,4555,5.18,305394,7162405
NM_004665.2,VNN2,8875,6q23-q24,0.7,7,223,2008,11.11,305394,7162405
NM_001144.4,AMFR,267,16q21,0.3,7,566,3594,15.75,305394,7162405
NM_001145667.1,GLG1,2734,16q22.3,0,7,4554,9332,48.8,305394,7162405
NM_181466.1,EIF6,3692,20q12,0.4,7,378,1032,36.63,305394,7162405
NM_001190274.1,FBXO11,80204,2p16.3,0.3,7,499,4058,12.3,305394,7162405
NM_000183.2,HADHB,3032,2p23,0.7,7,232,2196,10.56,305394,7162405
NM_173175.1,PTK2B,2185,8p21.1,0.7,7,236,3936,6,305394,7162405
NM_031371.3,ARID4B,51742,1q42.1-q43,0.1,7,1569,5809,27.01,305394,7162405
NM_001145666.1,GLG1,2734,16q22.3,0,7,4554,8260,55.13,305394,7162405
NM_001012633.1,IL32,9235,16p13.3,0.4,7,416,919,45.27,305394,7162405
NM_018964.3,SLC37A1,54020,21q22.3,1.3,7,125,3098,4.03,305394,7162405
NM_014478.4,CRCP,27297,7q11.21,0.1,7,1316,2804,46.93,305394,7162405
NM_001241.2,CCNT2,905,2q21.3,0.8,7,204,4497,4.54,305394,7162405
NM_003111.4,SP3,6670,2q31,1.3,7,125,6359,1.97,305394,7162405
NM_207036.1,TCF12,6938,15q21,0.5,7,331,4779,6.93,305394,7162405
NM_001122956.1,DBNL,28988,7p13,0.6,7,290,2221,13.06,305394,7162405
NM_014739.2,BCLAF1,9774,6q22-q23,0.3,7,642,7268,8.83,305394,7162405
NM_003205.3,TCF12,6938,15q21,0.5,7,331,4717,7.02,305394,7162405
NM_001396.3,DYRK1A,1859,21q22.13,0.7,7,231,5212,4.43,305394,7162405
NM_198077.3,C1orf52,148423,1p22.3,0.4,7,412,3266,12.61,305394,7162405
NM_001017371.4,SP3,6670,2q31,1.3,7,125,6008,2.08,305394,7162405
NM_078488.1,VNN2,8875,6q23-q24,0.7,7,223,1950,11.44,305394,7162405
NM_003360.3,UGT8,7368,4q26,0.4,7,392,2898,13.53,305394,7162405
NM_173569.3,UBN2,254048,7q34,0,7,5561,14448,38.49,305394,7162405
NM_001135555.1,EPB41L2,2037,6q23,0.9,7,182,3437,5.3,305394,7162405
NM_005888.3,SLC25A3,5250,12q23,0.2,7,700,1688,41.47,305394,7162405
NM_133343.1,RAD17,5884,5q13,0.8,7,199,3010,6.61,305394,7162405
NM_005811.3,GDF11,10220,12q13.2,1.5,7,112,4260,2.63,305394,7162405
NM_101395.2,DYRK1A,1859,21q22.13,0.7,7,231,5517,4.19,305394,7162405
NM_001077441.1,BCLAF1,9774,6q22-q23,0.3,7,642,6749,9.51,305394,7162405
NM_001171811.1,GBA,2629,1q21,0.3,7,519,2400,21.62,305394,7162405
NM_025133.4,FBXO11,80204,2p16.3,0.3,7,499,3847,12.97,305394,7162405
NM_032214.2,SLA2,84174,20q11.23,0.4,7,468,2497,18.74,305394,7162405
NM_021250.2,LILRA5,353514,19q13.4,1,7,159,1365,11.65,305394,7162405
NM_207037.1,TCF12,6938,15q21,0.5,7,331,4789,6.91,305394,7162405
NM_032141.2,CCDC55,84081,17q11.2,0.5,7,302,2503,12.07,305394,7162405
NM_025134.4,CHD9,80205,16q12.2,0,7,5440,11466,47.44,305394,7162405
NM_003218.3,TERF1,7013,8q13,0.2,7,1092,2900,37.66,305394,7162405
NM_130436.2,DYRK1A,1859,21q22.13,0.7,7,231,6580,3.51,305394,7162405
NM_001135554.1,EPB41L2,2037,6q23,0.9,7,182,3463,5.26,305394,7162405
NM_001098673.1,C12orf44,60673,12q13.13,0.6,7,272,1270,21.42,305394,7162405
NM_003002.2,SDHD,6392,11q23,0.2,7,887,1369,64.79,305394,7162405
NM_130438.2,DYRK1A,1859,21q22.13,0.7,7,231,5088,4.54,305394,7162405
NM_017811.3,UBE2R2,54926,9p13.3,1.3,7,130,4457,2.92,305394,7162405
NM_002445.3,MSR1,4481,8p22,1,7,162,2960,5.47,305394,7162405
NM_015276.1,USP22,23326,17p11.2,0.3,7,577,5220,11.05,305394,7162405
NM_001134649.1,EIF4E3,317649,3p14,0.5,7,364,6210,5.86,305394,7162405
NM_003204.2,NFE2L1,4779,17q21.3,0.4,7,418,4878,8.57,305394,7162405
NM_001134650.1,EIF4E3,317649,3p14,0.5,7,364,6088,5.98,305394,7162405
NM_201624.1,USP33,23032,1p31.1,0.1,6,942,4328,21.77,305394,7162405
NM_001748.4,CAPN2,824,1q41-q42,0.2,6,920,3492,26.35,305394,7162405
NM_005559.2,LAMA1,284217,18p11.3,0.3,6,452,9517,4.75,305394,7162405
NM_007048.5,BTN3A1,11119,6p22.1,0.4,6,400,3434,11.65,305394,7162405
NM_002024.5,FMR1,2332,Xq27.3,0.2,6,932,4411,21.13,305394,7162405
NM_207662.3,ZC3H14,79882,14q31.3,0.9,6,149,3024,4.93,305394,7162405
NM_007034.3,DNAJB4,11080,1p31.1,0.5,6,292,2240,13.04,305394,7162405
NM_001130710.1,LSM5,23658,7p14.3,0.9,6,163,2191,7.44,305394,7162405
NM_000991.4,RPL28,6158,19q13.4,0.4,6,377,4210,8.95,305394,7162405
NM_001163940.1,PYGL,5836,14q21-q22,0.6,6,225,2748,8.19,305394,7162405
NM_053056.2,CCND1,595,11q13,0.1,6,1702,4293,39.65,305394,7162405
NM_001017958.2,OS9,10956,12q13,1.2,6,115,2817,4.08,305394,7162405
NM_005318.3,H1F0,3005,22q13.1,1,6,141,2336,6.04,305394,7162405
NM_080678.1,UBE2F,140739,2q37.3,0.2,6,824,1355,60.81,305394,7162405
NM_007283.5,MGLL,11343,3q21.3,0,6,3560,4617,77.11,305394,7162405
NM_025205.3,MED28,80306,4p16,1.4,6,104,1293,8.04,305394,7162405
NM_001006641.1,SLC25A25,114789,9q34.11,1,6,141,3433,4.11,305394,7162405
NM_001076786.1,QSER1,79832,11p13,0.9,6,152,9271,1.64,305394,7162405
NM_015925.5,LSR,51599,19q13.12,0.4,6,400,2228,17.95,305394,7162405
NM_002863.4,PYGL,5836,14q21-q22,0.6,6,225,2850,7.89,305394,7162405
NM_207627.1,ABCG1,9619,21q22.3,0.6,6,219,3122,7.01,305394,7162405
NM_001170414.1,TJP2,9414,9q13-q21,0.7,6,215,4085,5.26,305394,7162405
NM_004817.3,TJP2,9414,9q13-q21,0.7,6,215,4725,4.55,305394,7162405
NM_003153.4,STAT6,6778,12q13,0.2,6,632,4020,15.72,305394,7162405
NM_020409.2,MRPL47,57129,3q26.33,0.4,6,328,1183,27.73,305394,7162405
NM_001167618.1,MLH1,4292,3p21.3,0.7,6,212,2460,8.62,305394,7162405
NM_001099670.1,C8orf59,401466,8q21.2,0.3,6,526,1050,50.1,305394,7162405
NM_006200.3,PCSK5,5125,9q21.3,1,6,141,3361,4.2,305394,7162405
NM_001079862.1,DBI,1622,2q12-q21,0.3,6,415,616,67.37,305394,7162405
NM_001178041.1,DBI,1622,2q12-q21,0.3,6,415,696,59.63,305394,7162405
NM_001167617.1,MLH1,4292,3p21.3,0.7,6,212,2460,8.62,305394,7162405
NM_001006642.1,SLC25A25,114789,9q34.11,1,6,141,3293,4.28,305394,7162405
NM_017520.3,MPHOSPH8,54737,13q12.11,0,6,3122,4272,73.08,305394,7162405
NM_003805.3,CRADD,8738,12q21.33-q23.1,0.6,6,238,1191,19.98,305394,7162405
NM_207174.1,ABCG1,9619,21q22.3,0.6,6,219,2963,7.39,305394,7162405
NM_152523.2,CCNYL1,151195,2q33.3,0.1,6,1405,3662,38.37,305394,7162405
NM_001001850.1,STX19,415117,3q11,0.2,6,853,1159,73.6,305394,7162405
NM_001170415.1,TJP2,9414,9q13-q21,0.7,6,215,4459,4.82,305394,7162405
NM_022731.4,NUCKS1,64710,1q32.1,1.6,6,90,6471,1.39,305394,7162405
NM_001146051.1,HSDL1,83693,16q23.3,0.5,6,275,3503,7.85,305394,7162405
NM_206937.1,LIG4,3981,13q33-q34,1,6,135,3980,3.39,305394,7162405
NM_152834.2,TMEM18,129787,2p25.3,1,6,144,2127,6.77,305394,7162405
NM_020189.5,ENY2,56943,8q23.1,0.4,6,330,2935,11.24,305394,7162405
NM_007355.2,HSP90AB1,3326,6p12,0.7,6,201,2543,7.9,305394,7162405
NM_016078.4,FAM18B1,51030,17p11.2,0.1,6,942,1795,52.48,305394,7162405
NM_001178017.1,DBI,1622,2q12-q21,0.3,6,415,762,54.46,305394,7162405
NM_006573.3,TNFSF13B,10673,13q32-q34,0.9,6,165,1204,13.7,305394,7162405
NM_017913.2,CDC37L1,55664,9p24.1,0.6,6,253,1710,14.8,305394,7162405
NM_005416.2,SPRR3,6707,1q21-q22,0.2,6,687,990,69.39,305394,7162405
NM_031463.4,HSDL1,83693,16q23.3,0.5,6,275,3668,7.5,305394,7162405
NM_016818.2,ABCG1,9619,21q22.3,0.6,6,219,2962,7.39,305394,7162405
NM_020188.3,C16orf61,56942,16q23.2,0.7,6,197,733,26.88,305394,7162405
NM_033520.1,C19orf33,64073,19q13.2,0.4,6,360,461,78.09,305394,7162405
NM_016033.2,FAM82B,51115,8q21.3,0.2,6,731,3064,23.86,305394,7162405
NM_001079526.1,IKZF2,22807,2q34,1.1,6,129,9495,1.36,305394,7162405
NM_015097.1,CLASP2,23122,3p22.3,0.7,6,194,7262,2.67,305394,7162405
NM_023074.3,ZNF649,65251,19q13.41,0.8,6,187,3234,5.78,305394,7162405
NM_014395.2,DAPP1,27071,4q25-q27,0.1,6,1640,2940,55.78,305394,7162405
NM_004477.2,FRG1,2483,4q35,0.4,6,350,1047,33.43,305394,7162405
NM_033256.1,PPP1R14A,94274,19q13.1,0.4,6,395,723,54.63,305394,7162405
NM_001006643.1,SLC25A25,114789,9q34.11,1,6,141,3264,4.32,305394,7162405
NM_005814.1,GPA33,10223,1q24.1,0.9,6,163,2793,5.84,305394,7162405
NM_003110.5,SP2,6668,17q21.32,1.2,6,117,3115,3.76,305394,7162405
NM_004492.2,GTF2A2,2958,15q22.2,0.5,6,303,1582,19.15,305394,7162405
NM_006327.2,TIMM23,100287932,10q11.23,0.2,6,606,1171,51.75,305394,7162405
NM_001185075.1,FMR1,2332,Xq27.3,0.2,6,932,4140,22.51,305394,7162405
NM_001160103.1,ZC3H14,79882,14q31.3,0.9,6,149,4195,3.55,305394,7162405
NM_001099412.1,MYST3,7994,8p11,0.1,6,2399,9285,25.84,305394,7162405
NM_001098268.1,LIG4,3981,13q33-q34,1,6,135,4063,3.32,305394,7162405
NM_005588.2,MEP1A,4224,6p12-p11,0.5,6,303,2934,10.33,305394,7162405
NM_001097589.1,SPRR3,6707,1q21-q22,0.2,6,687,906,75.83,305394,7162405
NM_207373.2,C10orf99,387695,10q23.1,0.5,6,288,835,34.49,305394,7162405
NM_005885.2,MARCH6,10299,5p15.2,0.1,6,1469,4611,31.86,305394,7162405
NM_001145009.1,BTN3A1,11119,6p22.1,0.4,6,400,4191,9.54,305394,7162405
NM_000972.2,RPL7A,6130,9q34,0.2,6,732,890,82.25,305394,7162405
NM_000035.3,ALDOB,229,9q21.3-q22.2,0.1,6,1000,2426,41.22,305394,7162405
NM_194441.2,BTN3A1,11119,6p22.1,0.4,6,400,3728,10.73,305394,7162405
NM_005401.4,PTPN14,5784,1q32.2,0.3,6,515,13443,3.83,305394,7162405
NM_032824.2,TMEM87B,84910,2q13,0,6,4115,5217,78.88,305394,7162405
NM_019554.2,S100A4,6275,1q21,0.7,6,192,564,34.04,305394,7162405
NM_006812.3,OS9,10956,12q13,1.2,6,115,2862,4.02,305394,7162405
NM_020782.1,KLHDC5,57542,12p11.22,0.6,6,239,6477,3.69,305394,7162405
NM_013446.3,MKRN1,23608,7q34,0.1,6,1211,3158,38.35,305394,7162405
NM_002534.2,OAS1,4938,12q24.1,0.3,6,521,1470,35.44,305394,7162405
NM_207660.3,ZC3H14,79882,14q31.3,0.9,6,149,3727,4,305394,7162405
NM_020245.3,TULP4,56995,6q25-q26,0.1,6,2749,11123,24.71,305394,7162405
NM_004556.2,NFKBIE,4794,6p21.1,0.9,6,159,2581,6.16,305394,7162405
NM_018356.2,C5orf22,55322,5p13.3,0.1,6,1343,3616,37.14,305394,7162405
NM_022097.2,CHP2,63928,16p12.2,0.7,6,206,2371,8.69,305394,7162405
NM_001100165.1,PHACTR2,9749,6q24.2,0.4,6,328,9402,3.49,305394,7162405
NM_001003794.1,MGLL,11343,3q21.3,0,6,3560,4192,84.92,305394,7162405
NM_001143885.1,PPP1R12A,4659,12q15-q21,0.2,6,846,5582,15.16,305394,7162405
NM_001033555.1,SPECC1,92521,17p11.2,0.1,6,1134,3762,30.14,305394,7162405
NM_032797.4,AIFM2,84883,10q22.1,0.2,6,871,3240,26.88,305394,7162405
NM_014508.2,APOBEC3C,27350,22q13.1,0.6,6,250,1112,22.48,305394,7162405
NM_000692.3,ALDH1B1,219,9p11.1,0.6,6,249,3027,8.23,305394,7162405
NM_002337.2,LRPAP1,4043,4p16.3,0.7,6,192,1575,12.19,305394,7162405
NM_033301.1,RPL8,6132,8q24.3,0.3,6,472,924,51.08,305394,7162405
NM_001017957.2,OS9,10956,12q13,1.2,6,115,2652,4.34,305394,7162405
NM_207661.2,ZC3H14,79882,14q31.3,0.9,6,149,3653,4.08,305394,7162405
NM_207628.1,ABCG1,9619,21q22.3,0.6,6,219,3040,7.2,305394,7162405
NM_002444.2,MSN,4478,Xq11.1,0.7,6,207,3974,5.21,305394,7162405
NM_207629.1,ABCG1,9619,21q22.3,0.6,6,219,2926,7.48,305394,7162405
NM_001320.5,CSNK2B,1460,6p21.3,1.2,6,117,1128,10.37,305394,7162405
NM_198515.2,C10orf96,374355,10q25.3,1.5,6,92,1703,5.4,305394,7162405
NM_006435.2,IFITM2,10581,11p15.5,0.5,6,264,738,35.77,305394,7162405
NM_001829.2,CLCN3,1182,4q33,0,6,3289,3982,82.6,305394,7162405
NM_001193557.1,ENY2,56943,8q23.1,0.4,6,330,2863,11.53,305394,7162405
NM_199185.3,NPM1,4869,5q35,0.1,6,1032,1362,75.77,305394,7162405
NM_001017956.2,OS9,10956,12q13,1.2,6,115,2697,4.26,305394,7162405
NM_007097.2,CLTB,1212,5q35,0.2,6,671,1184,56.67,305394,7162405
NM_024824.4,ZC3H14,79882,14q31.3,0.9,6,149,4198,3.55,305394,7162405
